filename,raga,rmse,chroma_stft,spec_cent,spec_bw,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18
Vignesh Ishwar - Niraimadi Mugam Thiruppugazh.mp3,Haṁsānandi,0.06690843,0.27711576,1726.9195684893027,1743.779558587022,-196.89442,118.0138,-50.765743,0.402161,-11.808584,-3.9250507,-15.577808,-9.046585,-15.403177,-0.4144978,-7.7541046,-0.3454,-4.384378,-4.7701406,-9.401683,-0.5620264,-10.737646,0.19675559,-3.8050845
Vignesh Ishwar - Evvari Bodhana.mp3,Ābhōgi,0.051877648,0.29525387,1884.2837344000486,1834.1397382777748,-224.30208,105.25207,-50.608006,6.488637,-11.426369,-6.956088,-17.315258,-14.893788,-18.083878,2.9770265,-9.816856,-0.8451947,-1.1408762,-3.2418025,-7.344807,3.9467797,-15.225166,-1.9160767,-3.4095285
Vignesh Ishwar - Sanchara Dhadhara.mp3,Rāgamālika,0.050033182,0.2728297,1279.03892282118,1310.1754678240989,-267.93265,144.15639,-37.57424,1.2488712,-14.639415,-0.022110768,-13.951443,-1.0199023,-12.179827,-11.09528,-4.727838,-6.2500653,-1.9253582,-4.0188107,1.3895198,-6.91708,1.867471,-1.0759082,-7.0720196
Vignesh Ishwar - Lokavana Chatura.mp3,Bēgaḍa,0.04040328,0.24555765,1776.6709926363503,1660.504372876184,-287.69623,96.48433,-57.050972,-8.711662,-20.754583,-14.533409,-10.120583,-10.8816,-12.069733,-0.5265337,-6.3629594,0.12792084,-1.2528208,-3.2102878,-4.022794,-3.0479152,-8.233292,-0.36795005,-1.8665766
Vignesh Ishwar - Idhuthaano Thillai Sthalam.mp3,Behāg,0.046026893,0.25312546,1603.0699260872727,1661.6312522695214,-270.229,116.323494,-46.584335,-0.6446519,-11.429626,-9.922927,-11.505516,-11.434964,-12.906818,-3.893745,-6.837806,-1.3207647,-3.4690316,-4.3261356,-5.069205,-1.7972203,-10.364371,-0.5751897,-6.211523
Vignesh Ishwar - Amba Kamakshi.mp3,Bhairavi,0.03858777,0.26165298,1651.010911304774,1630.354997665264,-303.3614,104.07319,-46.428955,-10.0475235,-9.795793,-12.31259,-9.713511,-10.539905,-9.733058,1.1641971,-2.9344473,1.4121112,-0.5144443,-3.5803938,-3.90716,-4.347261,-8.31109,-1.6328466,-5.723777
Vignesh Ishwar - Vitthala Salaho Swamy.mp3,Dēś,0.057838615,0.2622838,1512.838484044844,1611.0268179952886,-252.87581,124.635864,-43.089577,-3.9568367,-8.959677,-7.838019,-10.201803,-12.601621,-13.200902,-0.99936414,-3.6440618,-0.09356067,-4.203737,-7.469208,-5.9572835,-0.52628183,-10.887794,-3.4638104,-6.2392178
Vignesh Ishwar - Pavamana Suthudu Mangalam.mp3,Saurāṣtraṁ,0.06188592,0.280273,1729.9222292514241,1742.023101931459,-214.10695,115.577736,-51.336346,-1.1606808,-12.163826,-8.869235,-14.886118,-7.279801,-14.94853,1.8867165,-6.466669,-0.4895551,-4.461728,-2.8870575,-7.5362945,-2.4558232,-12.262575,-1.79239,-6.4097323
Vignesh Ishwar - Karuna Ela Gante.mp3,Varāḷi,0.057912897,0.2573034,1862.9486421539361,1758.4165136410184,-216.65094,105.73369,-54.45026,2.112759,-14.934662,-5.360069,-9.658012,-10.5358305,-16.526081,0.42522654,-5.8153915,1.4379051,0.7874716,-1.7081864,-8.254064,-1.1660295,-10.381376,-1.0143355,-4.263786
Vignesh Ishwar - Gopanandana.mp3,Bhūṣāvaḷi,0.059968963,0.3079035,1176.102041295875,1161.6714072790894,-239.54834,165.13603,-43.51702,8.650457,-17.249065,2.890496,-12.29304,-2.5509014,-3.1219242,-17.805695,-2.1842873,-11.005695,-2.992105,-4.977098,4.4584,0.71425575,-9.447758,2.7803843,0.9780674
Sanjay Subrahmanyan - Entara Nitana.mp3,Harikāmbhōji,0.02345856,0.2523655,1728.681502305746,1920.6435653069034,-332.83466,102.33536,-16.825836,14.396595,-6.7138066,3.8066554,-12.0848465,-11.944483,-7.335859,-9.507687,0.98823243,1.3645352,-7.5773544,1.8624748,-3.3889625,-8.930577,-3.330387,1.3318845,-2.676033
Sanjay Subrahmanyan - Teerthakarayinile.mp3,Kamās,0.019370763,0.2167558,1787.245853873584,1992.8693477036331,-386.4098,91.56527,-18.023884,13.00127,-15.760701,2.0390584,-16.389616,-13.991608,-8.367054,-18.074385,-2.8862276,-1.0494899,-9.175539,-0.38969174,-3.8662379,-5.849953,1.0100006,-1.4358014,-5.763799
Sanjay Subrahmanyan - Thillana Dhanashri.mp3,Dhanaśrī,0.03157493,0.3242329,1762.3616573754794,2088.4472377226716,-260.80927,115.90564,-11.796694,19.883091,-7.5681477,12.233808,-10.25219,-7.0414643,-3.0732424,-6.1674075,-0.6871256,5.0891337,-11.214983,-0.22899693,-6.1038013,-6.7975965,-8.007303,-1.53156,-7.9270177
Sanjay Subrahmanyan - Ozhukkam Uyirinum.mp3,Kuntalavarāḷi,0.03017697,0.26522338,1574.3732983764567,1978.4699771441021,-309.28644,117.854774,-4.2127233,20.134535,-4.0123653,10.499073,-6.990066,-5.537266,-3.006454,-10.193121,-0.8716707,1.563705,-8.027996,1.7875562,-6.0779777,-6.9684186,-2.6411948,-0.52862215,-5.03333
Sanjay Subrahmanyan - Undan Paada Pankayam.mp3,Śankarābharaṇaṁ,0.031643685,0.28882182,1587.9618574076947,1958.1715650958834,-280.73126,123.903854,-12.324679,20.146313,-4.6467547,8.185436,-10.528855,-11.474665,-5.1393504,-11.412224,-0.64372414,3.9763443,-10.1253605,1.2026204,-6.338374,-6.145257,-6.56691,1.6268297,-2.474905
Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3,Kāpi,0.01819862,0.2668381,1671.6586860401192,1904.9921182447583,-362.0668,103.28331,-13.511778,12.313339,-3.9448698,4.0256042,-9.100462,-11.357004,-7.374277,-9.247042,0.70234585,0.666819,-6.983273,-0.13945937,-4.375764,-6.483748,-1.7275453,1.6412625,-1.3874627
Sanjay Subrahmanyan - Pavamana Suthudu.mp3,Saurāṣtraṁ,0.025700895,0.3526903,1815.833157664512,2103.463052951954,-290.21558,111.56654,-13.704064,19.45298,-7.16758,12.9724045,-9.252743,-4.5170236,-4.0282073,-6.354933,-0.044679824,3.3544261,-11.010679,2.473944,-7.1196947,-5.4898663,-8.068852,-2.2235713,-8.164385
Sanjay Subrahmanyan - Kamakshi.mp3,Bhairavi,0.023098612,0.26682013,1560.108543021865,1889.9588818591392,-323.46658,120.50472,-13.041741,20.480705,-2.9506462,9.9525,-8.678028,-10.189094,-4.4457593,-9.003214,-0.28103763,1.6973029,-8.737853,-1.9965519,-6.4921894,-7.9935865,-3.8746848,-0.9690305,-3.3360693
Sanjay Subrahmanyan - Soundararajam.mp3,Bṛndāvana sāranga,0.025319811,0.2465589,1609.2692877676914,1936.4071650674903,-318.67633,117.2818,-13.076578,20.995144,-7.4848056,11.557008,-9.149615,-9.843633,-6.16643,-9.654689,2.5013218,1.2129616,-11.799302,1.4402786,-5.584249,-7.1561794,-4.620624,-0.6023692,-3.853099
Sanjay Subrahmanyan - Payum Oli Nee Yenakku.mp3,Kamās,0.027695395,0.24522956,1633.7087669752739,2015.2420035105563,-322.73642,110.557274,-6.5374055,23.90448,1.1267959,10.270197,-9.940735,-4.920539,0.774601,-8.9080925,-2.4356174,1.6486431,-7.596174,-0.5742774,-5.3916445,-6.198563,-2.44403,-0.4839395,-7.07747
Sanjay Subrahmanyan - Shatre Vilagi Irum.mp3,Pūrvīkaḷyāṇi,0.025932183,0.28292432,1691.0730179939628,1988.7403145801757,-297.1034,116.68189,-13.733697,18.217161,-6.0473113,8.393881,-11.068524,-10.672699,-6.1199446,-10.737091,-2.2235546,1.4019858,-9.728503,-1.173113,-6.6607237,-7.0927916,-2.7753584,2.3235824,-3.78787
Sanjay Subrahmanyan - Maname Ramanai Paada.mp3,Sindhubhairavi,0.021827454,0.27102476,1624.781853908727,1997.2294350205857,-338.5254,115.325096,-9.539929,24.83676,-0.08754721,13.244968,-5.744751,-3.9234555,-0.9746376,-7.28025,0.6084332,2.850773,-7.646271,1.0043088,-6.151533,-5.6971807,-4.04634,-1.964585,-6.622939
Apparama Bhakti.mp3.mp3,Kāmavardani/Pantuvarāḷi,0.06593659,0.26974845,1491.6761034667047,1448.2011413312068,-234.80057,122.87096,-48.795288,33.430412,-2.4989147,-6.7493844,-20.27548,-4.435526,-19.001215,-5.180956,-11.21985,-10.359278,-0.527321,-13.717978,-1.0056578,-4.115027,-4.0256476,-7.401531,-2.7064936
Manadirkkugandhadu.mp3.mp3,Sindhubhairavi,0.09080126,0.28403267,1362.0156204683265,1432.5560886465917,-198.47862,134.35948,-39.987297,32.25652,1.9437059,-2.5569804,-17.210102,0.054094754,-20.475632,-5.217813,-7.60222,-9.979541,-0.4162501,-12.004782,-7.090338,-4.8985677,-3.4219325,-14.146035,-2.6210897
Koti Janmani.mp3.mp3,Rītigauḷa,0.08593747,0.2849467,2157.184618086916,2076.9618333302624,-167.49359,83.89824,-27.880585,29.078085,-28.110556,-13.736679,-12.055057,-12.738531,-3.5573354,-6.9336596,-8.601576,-7.5342755,-10.459149,0.19183478,-10.193535,3.372913,-4.839396,-1.722209,-2.6693804
Brova Barama.mp3.mp3,Bahudāri,0.10747698,0.3246835,1468.2246082537022,1510.4775541169563,-160.24097,142.01932,-48.072327,45.753143,-10.095347,7.6974673,-16.733887,6.006243,-20.498867,-1.8394883,-7.052147,-7.50735,4.544312,-10.208762,-2.7359016,-6.912007,-2.171077,-12.236213,0.45850232
Shankari Shankuru.mp3.mp3,Sāvēri,0.06168596,0.30123648,1471.9029423665504,1416.6013309609248,-233.37404,125.72381,-45.124718,32.038235,0.49443737,-6.178649,-17.490849,-4.750665,-12.445045,-3.849631,-9.377821,-6.715741,0.9848319,-9.372066,-0.79150337,-3.3806984,-4.606546,-7.55104,-2.7210877
Karunimpa Idi.mp3.mp3,Sahānā,0.07427975,0.33444992,1442.5720876198145,1484.3111693588119,-204.24971,135.28197,-42.511505,37.051605,1.2029377,4.3543186,-15.416344,7.772365,-19.062023,-5.916432,-8.426312,-10.968318,1.5240358,-6.152043,-5.0298557,-5.867112,2.2932463,-12.593041,1.4491869
Pavamana Suthudu Mangalam.mp3.mp3,Saurāṣtraṁ,0.09993759,0.3136777,1386.8209581361568,1452.508270669499,-177.14871,146.42946,-47.01114,40.559383,-5.8468623,8.82978,-19.7915,3.656065,-18.746075,-1.2915362,-5.722319,-6.654498,2.1120336,-10.201478,-0.011431775,-4.97016,-1.5662833,-11.792571,-1.0137095
Geeta Nayakan.mp3.mp3,Rāgamālika,0.09110381,0.27444106,2169.2446228728336,2060.399523804793,-157.02559,84.61215,-31.645477,29.60043,-23.57857,-10.508524,-12.162914,-11.906186,-4.16825,-5.0867352,-10.059619,-7.0010695,-10.490924,1.4581892,-8.925243,3.9657664,-3.0250309,-2.729657,-3.959084
Siddhi Vinayakam.mp3.mp3,Ṣanmukhapriya,0.086715996,0.31642437,1480.8221654194256,1482.5383468115324,-188.66539,136.85797,-48.686996,44.383644,-3.5453308,3.7351012,-19.047302,3.3059773,-19.018044,-4.143108,-9.03498,-9.070276,1.8409215,-9.934322,-2.5416608,-6.7440286,-2.210878,-12.286358,0.11316054
Thillana Pahadi.mp3.mp3,Pahāḍi,0.09550768,0.28004318,2111.4029337264487,2085.270506585647,-161.13255,86.19232,-25.766924,32.294308,-22.503242,-14.084435,-11.286109,-11.320733,-4.284953,-10.687462,-9.4257145,-6.2289624,-11.111681,-0.05128783,-12.647752,2.3128898,-4.787467,-3.4681773,-1.1493404
Enadhu Manam Kavalai.mp3.mp3,Harikāmbhōji,0.09863828,0.31343633,1384.6952743649813,1531.2279540186726,-187.71887,136.08405,-36.83603,30.411747,3.6130066,3.9330966,-12.455546,-3.1097822,-22.03555,-0.36596057,-12.095542,-3.1747437,-7.7276464,-0.50479686,-7.8122406,-0.8437973,0.44897917,-6.0528216,-1.7493907
Purahara Nandana.mp3.mp3,Hamīr kaḷyaṇi,0.10721574,0.3157487,1402.8657060678186,1545.7898981549677,-167.16145,142.07072,-39.172203,22.2244,-7.349577,5.2093477,-13.747093,-1.0707796,-26.610611,1.2039968,-12.165094,2.39155,-6.346926,2.5922635,-10.952642,0.7589649,0.5025148,-5.1647744,-3.3235242
Nannu Brova Neeku.mp3.mp3,Ābhōgi,0.09814802,0.33430812,1042.6612872924243,1148.619412533307,-205.98265,170.43404,-38.21891,26.234537,4.0689564,14.6559515,-5.654546,2.6268756,0.7740833,-16.080858,-1.4754992,-12.523405,-4.227981,-10.267159,-1.6776526,0.9520665,-9.810204,0.5393375,-1.3440837
Nera Nammiti.mp3.mp3,Rāgamālika,0.08809846,0.32617316,1086.6789309369885,1184.3713374811125,-209.82088,164.70685,-38.31992,22.916857,2.591821,14.092317,-4.163953,4.583313,-0.36408797,-17.379465,0.032698005,-11.630126,-4.7123785,-9.994283,-0.79891926,0.5308434,-12.013541,-0.59636086,-2.62565
Parvathi Ninnu Neranammiti.mp3.mp3,Kalgaḍa,0.10119768,0.29363704,1492.021167968899,1595.5906400490555,-174.44946,131.11401,-40.811985,28.108227,0.1541042,4.167119,-15.673899,-2.8523192,-23.913363,0.4193232,-11.575224,-1.6938096,-7.1566834,2.5296943,-9.823911,-1.8353758,3.235521,-4.4136224,-3.1913075
Geetha Vaadya Natana.mp3.mp3,Nāṭakapriya,0.048135433,0.34066826,1436.6014631637431,1450.6996512812316,-271.16376,123.90244,-32.06322,22.042847,3.8680422,3.5578735,-6.319035,-9.026995,-16.772987,-5.5143585,-8.950717,-4.0553493,-7.6905355,-4.7179136,-7.78238,-2.9496758,-0.7783743,-5.2809324,-2.542153
Sudhaamayee.mp3.mp3,Amṛtavarṣiṇi,0.05300365,0.27891946,2068.4897110754737,1828.3171116333926,-257.1178,78.2906,-40.48537,22.88499,-23.910152,-13.082396,-24.027578,-15.397239,-7.4952316,-8.61438,-8.460265,-6.9622855,-6.4919558,-0.81288296,-8.046025,-6.422795,-0.11625137,-3.5291777,1.5554111
Vanajaksha Ninne Nammiti.mp3.mp3,Behāg,0.10899921,0.2927975,2021.4175341037583,1947.1242792112926,-136.64023,93.993515,-41.152668,21.598846,-22.919796,-11.435461,-20.71807,-10.197218,-3.3890557,-2.6263,-6.5800967,-2.7246363,-7.707665,0.8742073,-8.227544,-7.4760137,-2.0641243,-4.732496,-5.0305004
Jaya Jaya Padmanabhanujese.mp3.mp3,Maṇirangu,0.11422238,0.3078641,1349.2244207811866,1522.785217230589,-169.88094,140.30383,-36.23027,28.981998,1.967303,2.8540158,-11.414432,-3.8018632,-24.371473,1.3128912,-9.816887,0.4496926,-5.2486057,1.8058509,-9.003506,0.56297004,1.08031,-5.4213867,-4.0463824
Devadi Devanukku Jaya Mangalam.mp3.mp3,Suraṭi,0.09648888,0.32332236,1390.0764100644258,1540.8269499228802,-188.78912,138.00807,-40.40812,29.42855,-0.17156963,9.444936,-10.130578,-2.951709,-21.333313,0.16483808,-11.882341,-2.745903,-8.609202,-0.54488903,-10.6838,-2.7512498,-0.09225021,-4.8800964,-4.049784
Kannanai Paadu Maname.mp3.mp3,Kalyāṇi,0.091997534,0.32190314,1052.083995637097,1169.319594642523,-213.58997,164.09283,-37.801796,23.914728,7.051813,19.184425,-1.4976254,2.741764,-1.311427,-17.245796,0.80584717,-10.724194,-4.542725,-8.680801,-2.2644193,0.76635635,-9.243561,-0.07095501,-3.1516519
Paahi Maam Sri.mp3.mp3,Janaranjani,0.06809784,0.31211895,1444.2335344900146,1486.450117779324,-230.49992,128.93573,-37.860413,23.958569,3.9088068,-1.5661592,-9.219079,-5.7296824,-21.543802,-5.9258456,-11.452957,-3.8776338,-5.8056865,-0.82381123,-8.840615,-2.3268433,2.8094337,-4.956456,-2.5834272
Eppadi Manam Thunindhadho.mp3.mp3,Hussēnī,0.0987345,0.2591656,1881.2095880397933,1919.7933303949937,-174.05305,96.31096,-32.593994,25.300196,-22.006735,-13.874028,-21.814552,-12.412524,-2.558779,-6.3955007,-5.3647957,-2.7620792,-7.883069,-0.47544116,-8.775596,-6.454279,-1.0183355,-8.769052,-6.243718
Munnu Ravana.mp3.mp3,Tōḍi,0.09786446,0.34184268,1766.3000711749876,1734.8965887458214,-170.97511,118.90773,-39.958336,33.19094,-3.8319097,0.007117511,-8.989363,7.3976583,-35.698082,13.080676,-6.78903,-2.56916,-1.7151048,-6.443139,-2.789795,1.6588528,-5.4359617,-7.493845,0.45422032
Pranamamyaham Sri Prananatham.mp3.mp3,Ranjani,0.057427377,0.29416192,1731.4199549736943,1608.0234440369002,-250.89265,106.53115,-44.686203,23.414623,5.4243045,-13.380843,-11.447663,-5.310702,-35.338833,4.032141,-9.73558,-7.511263,-2.9574575,-7.507746,-4.716301,-1.6321154,-4.531466,-8.611941,-0.26548043
Ni Ninaindhal Aagadhadhu.mp3.mp3,Jōnpuri,0.07778555,0.29212365,1784.0416172216633,1701.3211421663975,-209.95004,108.89869,-40.747643,37.2745,6.368054,-4.7565265,-6.5608788,4.108983,-35.977734,9.538513,-11.430172,-6.1946526,0.46765915,-6.9283442,-5.11874,-2.0868456,-5.7291102,-7.324089,2.93642
Chandrashekharam Sada Bhajeham.mp3.mp3,Mārgahindōḷaṁ,0.08682374,0.29753345,1825.0144133625388,1767.4518676533553,-190.00203,113.074615,-38.209473,30.252792,-1.9557412,-6.555883,-12.831744,7.659277,-38.978367,11.595017,-9.858714,-4.3306084,-2.1876404,-5.216484,-5.573884,0.17013162,-4.2230377,-7.590933,0.8208991
Sri Jalandara.mp3.mp3,Gaṁbhīra nāṭa,0.08446169,0.32312736,1710.0794482502974,1719.6964985426612,-190.04364,120.189766,-37.410774,33.18806,1.4861988,-4.7926555,-10.82769,4.757763,-35.84438,7.726955,-10.263142,-2.411379,-1.5444,-5.7288938,-7.965791,1.784833,-1.733773,-7.5976744,1.615786
Amba Nilambari.mp3.mp3,Nīlāṁbari,0.062445737,0.276983,1671.0014733722753,1591.5764453996653,-249.29163,115.08858,-45.19483,40.967438,9.428132,-12.59348,-9.02342,4.8585916,-34.300655,9.92282,-11.9539585,-10.271428,-0.33337313,-8.923797,-4.096972,-0.61488086,-3.6790264,-9.002929,0.4695222
Ninnuvina Marigalada.mp3.mp3,Rītigauḷa,0.059380736,0.28000203,1727.8455121084216,1614.0747268234986,-256.6133,103.42698,-43.8243,27.115986,5.732321,-14.096982,-12.065272,-4.6766877,-34.948986,3.7064226,-9.853116,-8.184648,-2.7413716,-7.512139,-5.459705,-1.5021319,-2.962782,-7.2291684,2.013462
Avani Sutha.mp3.mp3,Nādanāmakriya,0.08450454,0.2922816,1691.620186156134,1706.9355112752742,-210.73454,116.00061,-35.13965,39.52614,4.098477,-1.0245818,-10.359797,7.136857,-37.524807,9.401371,-12.719001,-6.371726,1.2504649,-4.8866763,-4.6799827,-0.36869344,-2.86202,-9.825472,2.274878
Rama Neepai.mp3.mp3,Kedāraṁ,0.069994256,0.27053913,1440.1046793164962,1547.0145298872437,-230.62886,130.43211,-38.41361,28.45718,-3.1684165,10.033782,-21.844961,8.523446,-14.675107,-11.197193,-5.0309377,-5.629782,-7.7367096,-5.004954,2.626512,-2.4591377,-0.33123112,-4.923668,-3.0049777
Etulabrotuva.mp3.mp3,Cakravākaṁ,0.08132279,0.2931258,1435.5169963117798,1535.519549080678,-209.06197,130.3224,-38.225418,29.281532,-1.7791725,11.260296,-18.227676,8.367152,-11.249391,-10.039599,-3.0902221,-3.8822305,-4.2223077,-2.4575336,5.193621,-0.4850933,-0.8606346,-5.666345,-3.6919868
Lokavana Chatura.mp3.mp3,Bēgaḍa,0.067262806,0.26870355,1436.7960457049558,1452.3884957882424,-254.6864,116.305084,-39.775543,18.350477,-1.0434613,0.092959136,-16.458683,1.3400445,-9.524061,-10.388812,-1.6243916,-6.7420244,-7.580847,-4.5490723,3.6081188,-0.67913735,-2.7377613,-4.6154757,-3.8058913
Enthavedukonthu Raghava.mp3.mp3,Sarasvatī manōhari,0.10135184,0.29682928,1353.7823742943585,1490.1719602941973,-200.50612,130.0006,-33.491344,33.315197,6.75918,11.090321,-13.533234,10.190485,-8.351123,-6.4692955,0.57722473,-2.2970939,-5.5858984,-4.5863833,4.0312505,-2.1215932,0.063932665,-0.9330695,1.2441139
Koluvamaregatha.mp3.mp3,Tōḍi,0.06667614,0.29385546,1280.4053767492394,1373.0326052326589,-261.81464,122.41816,-26.773493,15.986053,5.7030888,3.2956486,-6.9441233,3.0270503,-7.7562346,-9.428418,-1.4444984,-5.4715214,-5.174168,-2.621838,3.451564,0.58011514,-2.299742,-3.3419154,-4.718169
Neevada Negana.mp3.mp3,Sāranga,0.096050836,0.30334762,1394.8836502825463,1484.7856443430999,-195.69827,133.38338,-40.489365,33.30465,3.428876,9.118409,-17.06866,11.8503,-9.873913,-5.632152,0.15800445,-3.4583695,-7.4294777,-3.419316,5.452591,-0.8464765,0.03027706,-4.791287,-4.0895033
Vara Leela Gana Lola.mp3.mp3,Śankarābharaṇaṁ,0.07405483,0.30033746,1338.4627337093182,1469.7983380491837,-231.26846,129.7953,-31.692974,21.745174,7.3739223,12.465593,-6.8285394,9.8949,-11.191624,-11.127418,-0.4480733,-2.103395,-5.233103,-5.652895,4.9788666,-0.019047908,-3.490772,-5.6264086,-2.095475
Chinnanchiru Kiliye.mp3.mp3,Rāgamālika,0.08221299,0.28470582,1209.1819563787928,1479.7886355828055,-257.32733,124.5836,-17.33259,30.774117,14.718218,11.692372,-14.29197,10.383869,-7.69309,-5.635211,4.19967,-5.951693,-1.7412294,-5.1140895,-1.7159814,-8.313534,-2.186679,-2.7861412,-3.7368126
Pavamana Suttudu Pattu.mp3.mp3,Saurāṣtraṁ,0.09740282,0.30530336,1404.2035115663584,1569.9654263269858,-199.31938,131.41486,-30.58527,33.381466,-3.5891483,14.271542,-15.320988,13.12674,-12.716964,-6.6873074,4.1691275,-6.3336916,-1.333802,-5.8241143,-1.6374918,-10.159058,-3.685192,-7.521314,-3.2665699
Kannallavo Swami.mp3.mp3,Suraṭi,0.07788982,0.28884527,1296.171608316807,1527.5489100389107,-244.42053,129.09395,-22.581497,34.512943,5.927063,11.937089,-17.48678,12.765657,-11.18641,-9.227142,5.262963,-4.864908,-0.22362809,-4.721388,-0.40160343,-8.172916,-2.5638752,-4.912532,-4.4284053
Padavini.mp3.mp3,Sālaga bhairavi,0.08612921,0.32135043,1242.6345880250199,1492.520993470913,-230.36351,130.98566,-15.91446,28.955898,7.055542,12.036591,-10.915654,6.2266307,-6.077474,-6.0811195,2.35611,-1.3104932,-0.06593617,-2.1394677,-1.0157026,-5.739661,-0.13067919,-4.128682,-1.8333784
Vandu Ketpaar Illayo.mp3.mp3,Rāgamālika,0.07064925,0.2612289,1827.6252330911193,2087.8800154099786,-242.5877,91.592125,-11.448736,24.505125,0.2738425,-9.810828,1.5576288,-8.091644,-4.056015,-1.3849949,-15.966623,-2.5520117,-10.408944,-3.3544827,-3.9734392,-0.9429654,-2.2201414,1.8589612,-3.0728028
Ragam Tanam Pallavi.mp3.mp3,Ṣanmukhapriya,0.055332165,0.2811788,1233.957404667496,1375.925247486086,-294.61844,111.69798,-17.868078,12.295305,4.2148824,-0.21911934,-12.519648,-2.4853861,-11.781119,-11.241701,0.19425113,-1.8071799,-3.274348,-5.1585913,-4.7118855,-6.718156,-2.9294035,-5.0108814,-4.8038125
Tillana.mp3.mp3,Dvijāvanti,0.09090237,0.30331823,1211.045826463693,1478.7384722817083,-233.57166,131.37494,-16.57257,29.35176,6.9757442,15.52913,-9.897973,9.496309,-9.630734,-4.413935,6.2875524,-3.8648183,-1.9041759,-5.9962206,-2.0704234,-8.519465,-3.162665,-4.7887244,-1.9094429
