filename,raga,spec_cent,spec_bw,bigram_diversity,trigram_diversity,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,delta_chroma_0,delta_chroma_1,delta_chroma_2,delta_chroma_3,delta_chroma_4,delta_chroma_5,delta_chroma_6,delta_chroma_7,delta_chroma_8,delta_chroma_9,delta_chroma_10,delta_chroma_11,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk11,Behāg,1685.0213208398793,1792.448390125026,0.2198019801980198,0.3472222222222222,0.2547411024570465,0.535645067691803,0.5581997036933899,0.20320141315460205,0.17641963064670563,0.0985359475016594,0.12414339184761047,0.1405329704284668,0.23672489821910858,0.29082298278808594,0.17339442670345306,0.19527661800384521,0.00018818798707798123,0.0005827747518196702,0.0005676863365806639,-0.0007494900492019951,-0.0006461439188569784,-8.648452785564587e-05,-1.2363090718281455e-05,-4.271112629794516e-05,1.372131646348862e-05,0.00011596672993618995,1.1758324944821652e-05,9.333965135738254e-05,-244.46920776367188,115.66082000732422,-39.0334358215332,7.290458679199219,-6.309086799621582,-2.099843740463257,-11.179119110107422,-8.751521110534668,-8.227699279785156,-3.5613882541656494,-7.3361735343933105
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk12,Behāg,1671.2383520406254,1795.9767400880003,0.1708185053380783,0.3065953654188948,0.18966887891292572,0.4781998097896576,0.5618080496788025,0.18074026703834534,0.15145030617713928,0.0999559685587883,0.12880903482437134,0.11580639332532883,0.21561174094676971,0.2716600298881531,0.13753150403499603,0.1399405300617218,-3.865181133733131e-05,-0.00023939878155943006,-0.0001699244894552976,-8.64979883772321e-05,6.600152846658602e-05,-4.577822437568102e-06,0.000982568017207086,0.0004104379622731358,-0.00013504720118362457,-2.8835860575782135e-05,8.200496813515201e-05,-4.4412830902729183e-05,-232.9950714111328,113.74649047851562,-40.08509063720703,4.821558952331543,-6.1801371574401855,-4.835176467895508,-14.731073379516602,-9.690471649169922,-10.997504234313965,-0.24265660345554352,-7.835463047027588
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk13,Behāg,1622.8085318617264,1760.0235013725019,0.2126126126126126,0.3664259927797834,0.18152834475040436,0.3307735025882721,0.39881494641304016,0.18531878292560577,0.24598947167396545,0.12174376100301743,0.1889009326696396,0.17674247920513153,0.25864824652671814,0.40585729479789734,0.20738938450813293,0.1746852844953537,0.0001393216080032289,-0.0002936355595011264,-0.000887091679032892,-6.899919389979914e-05,1.9660761608975008e-05,0.0003282665857113898,0.0010125167900696397,0.0003058791917283088,-0.00010503188241273165,-0.00031806412152945995,8.728836110094562e-05,0.0002867746807169169,-246.69610595703125,118.35367584228516,-39.38970184326172,8.883401870727539,-4.355344772338867,-4.675620079040527,-14.879631996154785,-10.081294059753418,-9.516825675964355,1.453763723373413,-6.990235328674316
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk14,Behāg,1635.5930001922889,1766.8955117902076,0.2340036563071298,0.43040293040293043,0.23683872818946838,0.35515931248664856,0.2922111451625824,0.17874972522258759,0.30573832988739014,0.16488520801067352,0.27025240659713745,0.2527104914188385,0.2804917097091675,0.44752323627471924,0.25519952178001404,0.2206326425075531,0.00033246769453398883,-0.00043925721547566354,0.0001418416650267318,0.0001187708621728234,0.00011294540308881551,-5.7030567404581234e-05,-0.00017076336371246725,0.00011063189595006406,0.0002652568509802222,0.00027931391377933323,0.00041326400241814554,0.0005975347012281418,-258.87835693359375,122.34916687011719,-39.71194076538086,17.051279067993164,-3.3956832885742188,-1.4255452156066895,-13.586173057556152,-10.977692604064941,-9.387130737304688,-0.8289379477500916,-7.861793518066406
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk15,Behāg,1580.425155799812,1737.662312038193,0.2623318385650224,0.42921348314606744,0.2785801887512207,0.46196597814559937,0.43832746148109436,0.23196476697921753,0.26245424151420593,0.19441764056682587,0.31126683950424194,0.24434205889701843,0.2542228698730469,0.34254637360572815,0.1908065676689148,0.21166042983531952,0.0003984328650403768,-0.00042759577627293766,0.0006146971718408167,0.00019108330889139324,8.202314347727224e-05,-0.00016312493244186044,-0.0005139093846082687,3.239000216126442e-05,0.00011875030759256333,0.00010882286005653441,1.3908504115534015e-05,0.00027490040520206094,-250.0491943359375,128.44158935546875,-37.432247161865234,12.311244010925293,-6.0245256423950195,-3.297060251235962,-11.570201873779297,-11.452567100524902,-11.318137168884277,-3.2173593044281006,-7.500004768371582
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk16,Behāg,1651.9829024379346,1793.531338300427,0.20588235294117646,0.3452631578947368,0.2593049108982086,0.5070827007293701,0.5938155055046082,0.22449864447116852,0.1718088686466217,0.1364726722240448,0.2120429128408432,0.1577315330505371,0.21919605135917664,0.295086145401001,0.16479678452014923,0.18336716294288635,-0.00014170257782097906,-1.6090902136056684e-05,0.00027364969719201326,-0.0001875050220405683,-0.0001092421225621365,-0.0002875680511351675,-0.0005432197358459234,-0.00027617585146799684,-0.00038983573904260993,-0.0007778411963954568,-0.00041094672633334994,-0.00024710033903829753,-250.01177978515625,118.18909454345703,-36.09199523925781,9.986748695373535,-6.139458656311035,-3.726083278656006,-10.752994537353516,-8.268685340881348,-9.724035263061523,-2.8717782497406006,-6.405666351318359
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk17,Behāg,1817.923737096655,1851.2699613192847,0.1847457627118644,0.32597623089983024,0.2365218997001648,0.5423480868339539,0.6000551581382751,0.176761656999588,0.13755567371845245,0.12834195792675018,0.16658851504325867,0.12090972065925598,0.2395300567150116,0.28007128834724426,0.13649936020374298,0.1580275595188141,-0.0006725397543050349,0.00019579050422180444,-0.00011320315388729796,-0.00011788818665081635,-0.00020468652655836195,-0.00015161467308644205,-0.0001230777270393446,-0.00013828025839757174,2.7936932383454405e-05,-0.0002016545768128708,-0.000136351038236171,-0.00034913525450974703,-241.94325256347656,98.72657775878906,-46.31074523925781,9.698271751403809,-6.81083345413208,-3.534639358520508,-13.626912117004395,-9.418248176574707,-11.935304641723633,-3.0601038932800293,-4.0827131271362305
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk18,Behāg,1792.5294424749334,1783.9093581569207,0.18571428571428572,0.3363148479427549,0.18246003985404968,0.4020789563655853,0.5024435520172119,0.22460387647151947,0.2668417990207672,0.13561154901981354,0.17189599573612213,0.1509862095117569,0.21544373035430908,0.35504835844039917,0.17160819470882416,0.13714276254177094,0.00015328600420616567,8.338265615748242e-05,-0.0004134778864681721,2.9076847567921504e-05,0.00010983330139424652,0.00014397091581486166,0.00032376148737967014,0.0005881877150386572,0.0005483332206495106,0.0008171387016773224,0.0002006797440117225,0.00011374793393770233,-232.08935546875,105.43183135986328,-49.23371124267578,9.481342315673828,-6.848705291748047,-2.7008883953094482,-14.350153923034668,-10.612879753112793,-11.879350662231445,-2.027512788772583,-4.146850109100342
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk19,Behāg,1709.3409446751398,1759.855592351099,0.19775280898876405,0.34459459459459457,0.21833659708499908,0.35552167892456055,0.42758527398109436,0.2758462727069855,0.37287798523902893,0.1593584269285202,0.22158922255039215,0.23852820694446564,0.2564663589000702,0.3807145953178406,0.21405147016048431,0.1830935776233673,-6.272604514379054e-05,-0.0004801149480044842,7.515284960391e-05,0.00011105145676992834,0.00025704235304147005,0.00035103250411339104,0.000524701492395252,0.00017257161380257457,0.0001549662702018395,0.00021812011254951358,0.0007437060121446848,0.0004256164829712361,-241.37864685058594,121.23983001708984,-43.290687561035156,10.440879821777344,-3.9647622108459473,0.40262576937675476,-13.031511306762695,-9.900967597961426,-11.069890022277832,-0.7062201499938965,-6.3256916999816895
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk20,Behāg,1701.9212542215396,1788.2106872857457,0.2736077481840194,0.4320388349514563,0.24964435398578644,0.3835628032684326,0.4683966338634491,0.31714609265327454,0.3684619963169098,0.18203729391098022,0.2471189945936203,0.2526002526283264,0.28031426668167114,0.3069836497306824,0.2045316845178604,0.19544678926467896,6.162279896670952e-05,7.855574222048745e-05,2.482173658790998e-05,-8.595305553171784e-05,0.0001885711681097746,-5.1116171562171075e-06,-0.0002370945003349334,-0.0009109944221563637,-0.0005423206021077931,0.0003083146584685892,0.00016609688464086503,0.00010199834650848061,-239.40243530273438,122.44343566894531,-40.204002380371094,9.735568046569824,-3.062220335006714,1.329834222793579,-12.40183162689209,-9.961485862731934,-11.829785346984863,-1.0247352123260498,-6.008901596069336
Vignesh Ishwar - Idhuthaano Thillai Sthalam_chunk21,Behāg,1639.5704521207151,1773.941558861122,0.29559748427672955,0.49369747899159666,0.23198862373828888,0.37202540040016174,0.43528464436531067,0.3094826340675354,0.336349219083786,0.2062830924987793,0.2562125623226166,0.269199013710022,0.2599048316478729,0.3034457266330719,0.21561388671398163,0.19025903940200806,0.0006026632036082447,0.00022394447296392173,-0.00021510185615625232,2.6213552700937726e-05,0.00045032237539999187,0.0006603206275030971,-0.0002083702274831012,-0.0006882280576974154,3.7248981243465096e-05,0.00011495203216327354,0.00010293659579474479,0.00023597072868142277,-244.17662048339844,123.48863220214844,-37.132469177246094,11.134714126586914,-5.007608890533447,1.1125859022140503,-11.988031387329102,-11.138433456420898,-11.8356294631958,-2.276728630065918,-6.169234275817871
Vanajaksha Ninne Nammiti.mp3_chunk1,Behāg,1971.5192828610657,1890.1379574807097,0.1747787610619469,0.29711751662971175,0.1518162041902542,0.3834044635295868,0.3293181359767914,0.20392511785030365,0.26436248421669006,0.2423383891582489,0.4057527780532837,0.26631468534469604,0.21328166127204895,0.38004109263420105,0.2029145359992981,0.10657422989606857,-3.30530820065178e-05,-0.0001239992561750114,-7.453990110661834e-05,7.609573367517442e-05,0.0006130301626399159,9.405429591424763e-05,-3.8918373320484534e-05,3.218092751922086e-05,5.14262355864048e-05,-0.0003005642502103001,-0.0004438385658431798,-0.00010457717871759087,-179.14300537109375,91.2947006225586,-43.25712966918945,25.548002243041992,-31.22622299194336,-15.061910629272461,-26.342304229736328,-17.28748321533203,-2.3359694480895996,-8.222498893737793,-8.185262680053711
Vanajaksha Ninne Nammiti.mp3_chunk2,Behāg,1947.0843487797656,1892.3797693764827,0.2849740932642487,0.4779220779220779,0.1749270111322403,0.2755594551563263,0.34801754355430603,0.2548667788505554,0.2781965732574463,0.2621282935142517,0.3088987469673157,0.2901381254196167,0.2965433597564697,0.44714435935020447,0.2536658048629761,0.15856869518756866,-3.164383088005707e-05,0.0002870118769351393,0.0007945406250655651,0.00032528210431337357,9.359604155179113e-05,1.8010152416536584e-05,-0.000167706428328529,-0.000465420656837523,-0.0001390445977449417,-4.7489007556578144e-05,-5.4621879826299846e-05,-0.00012592540588229895,-136.0965576171875,98.92637634277344,-43.34128189086914,23.320457458496094,-27.84177017211914,-12.910810470581055,-22.532215118408203,-12.274184226989746,-0.5232057571411133,-5.946464538574219,-6.304576873779297
Vanajaksha Ninne Nammiti.mp3_chunk3,Behāg,1994.9567848789245,1912.3625972070324,0.3284313725490196,0.538083538083538,0.16943508386611938,0.24972251057624817,0.3728189468383789,0.2730978727340698,0.2660764455795288,0.2542494535446167,0.28922581672668457,0.26928818225860596,0.3043050467967987,0.47511371970176697,0.2511662244796753,0.15326274931430817,4.514917600317858e-05,-0.0001540394441690296,-9.258359204977751e-05,0.0003231404989492148,0.0007869981345720589,0.0007983322720974684,-4.939997961628251e-05,-6.483869219664484e-05,-0.00046842984738759696,-0.0010673439828678966,-0.00018195649317931384,2.2516103854286484e-05,-134.1436004638672,97.18590545654297,-41.27665328979492,21.036483764648438,-26.127029418945312,-10.020560264587402,-20.981412887573242,-10.358757972717285,-2.0993916988372803,-4.256377696990967,-6.072255611419678
Vanajaksha Ninne Nammiti.mp3_chunk4,Behāg,2018.8440673939424,1909.142475565406,0.271889400921659,0.48498845265588914,0.17624463140964508,0.27749866247177124,0.3638608753681183,0.2518570125102997,0.23713119328022003,0.23796819150447845,0.3206711411476135,0.2991693317890167,0.30566221475601196,0.44312185049057007,0.22867700457572937,0.1422746628522873,-0.00036135606933385134,-0.0004170651372987777,-0.00042595795821398497,-0.0004111065645702183,-0.0002821064554154873,-0.00011015251948265359,0.0006232784362509847,0.0002893424534704536,-0.0001655982923693955,-0.0005604801699519157,-0.0003225159307476133,-0.00019154047186020762,-129.7459259033203,95.06458282470703,-42.73970413208008,21.743751525878906,-25.038135528564453,-9.73282241821289,-20.6823787689209,-10.027816772460938,-1.5673688650131226,-4.37615966796875,-6.693288326263428
Vanajaksha Ninne Nammiti.mp3_chunk5,Behāg,1969.8143539041607,1913.526066873384,0.19739696312364424,0.34347826086956523,0.18434274196624756,0.3451114892959595,0.3163009285926819,0.21701845526695251,0.21999739110469818,0.24786126613616943,0.4580419659614563,0.319109171628952,0.3150113523006439,0.42829450964927673,0.268671452999115,0.14892005920410156,0.00030463773873634636,0.0007918953197076917,3.67300926882308e-05,-0.00047184029244817793,-0.0009553732234053314,-0.0005199973820708692,-1.4602307601307984e-05,4.623844142770395e-05,-0.0001303841854678467,-0.00020084191055502743,0.0003839485871139914,-6.088340524001978e-05,-138.72702026367188,97.47418212890625,-42.70314407348633,23.22162437438965,-23.122705459594727,-10.505895614624023,-19.813716888427734,-12.34239673614502,-1.0365591049194336,-3.0085701942443848,-7.7709479331970215
Vanajaksha Ninne Nammiti.mp3_chunk6,Behāg,2017.800325322616,1949.2892103302509,0.17114914425427874,0.2965686274509804,0.17474237084388733,0.36801010370254517,0.38027992844581604,0.2644645869731903,0.24288539588451385,0.2584051489830017,0.45114821195602417,0.291010320186615,0.28300803899765015,0.44260311126708984,0.3166140615940094,0.15146243572235107,-2.412017056485638e-05,-0.00017308858514297754,-0.00017088063759729266,-9.618561307433993e-06,2.6781284759636037e-05,-7.424445811921032e-06,7.009720866335556e-05,-0.00042046880116686225,-7.840031321393326e-05,-0.00014185212785378098,-0.00031945513910613954,-6.578103784704581e-05,-138.42282104492188,96.17939758300781,-40.944488525390625,24.091676712036133,-22.51527976989746,-11.039388656616211,-20.246042251586914,-13.096770286560059,-2.159743070602417,-3.4203133583068848,-7.670225620269775
Vanajaksha Ninne Nammiti.mp3_chunk7,Behāg,2106.6236053203443,1962.700184973767,0.26420454545454547,0.4188034188034188,0.19527201354503632,0.3497474491596222,0.42360594868659973,0.2834071218967438,0.2541927993297577,0.25347352027893066,0.3294505178928375,0.2687864899635315,0.28581464290618896,0.4543803632259369,0.2955446243286133,0.18332523107528687,0.0002491736668162048,0.00032661875593476,0.0005745326052419841,0.0003899275907315314,4.711766814580187e-05,9.842055078479461e-06,0.0002664556377567351,0.00022121064830571413,0.00013203111302573234,-5.687761586159468e-05,-0.0004219830734655261,6.646321708103642e-05,-118.1507339477539,92.06119537353516,-44.90620803833008,19.97425651550293,-24.46794319152832,-11.817421913146973,-21.6978816986084,-10.11300277709961,-3.0091392993927,-5.475321292877197,-8.035893440246582
Vanajaksha Ninne Nammiti.mp3_chunk8,Behāg,2093.465343041635,1969.941461644276,0.27439024390243905,0.43730886850152906,0.2036181539297104,0.3551086485385895,0.3785726726055145,0.24599653482437134,0.26344579458236694,0.27120327949523926,0.37470895051956177,0.3218928575515747,0.31317177414894104,0.45984703302383423,0.2972692847251892,0.19841714203357697,0.0001227974280482158,0.0005663683405146003,8.063911081990227e-05,7.13810877641663e-05,4.0631581214256585e-05,0.0001938993518706411,-0.0002551457437220961,-0.0004626601003110409,0.00030917712138034403,0.0003492875548545271,0.0002566590264905244,4.7201112465700135e-05,-118.90750885009766,92.60223388671875,-45.45238494873047,16.542505264282227,-24.432233810424805,-11.22315502166748,-21.874523162841797,-8.828657150268555,-2.686356782913208,-3.616981267929077,-8.28842830657959
Vanajaksha Ninne Nammiti.mp3_chunk9,Behāg,2035.645354704468,2016.5581892557502,0.17194570135746606,0.2766439909297052,0.1683947592973709,0.36424684524536133,0.3246387839317322,0.1788395792245865,0.20010286569595337,0.24828802049160004,0.5591790676116943,0.2993428707122803,0.2642518877983093,0.41064760088920593,0.2726500332355499,0.15627853572368622,-0.00026116237859241664,-0.0006601997301913798,0.00042180498712696135,0.0003528333327267319,0.00028347858460620046,6.005091927363537e-05,-0.0005405016127042472,5.2605966629926115e-05,0.00014453033509198576,1.9997773051727563e-05,-0.0006171531858853996,-9.205875539919361e-05,-159.52195739746094,93.4205322265625,-33.573856353759766,26.368934631347656,-16.410982131958008,-8.12088680267334,-19.60386085510254,-7.043180465698242,-2.7970802783966064,-0.052338968962430954,-7.729305267333984
Vanajaksha Ninne Nammiti.mp3_chunk10,Behāg,2014.9966649411908,2018.4327906415065,0.18867924528301888,0.30462184873949577,0.1594383269548416,0.33411112427711487,0.33932292461395264,0.21121394634246826,0.24118821322917938,0.23815584182739258,0.4967342019081116,0.24065831303596497,0.22153376042842865,0.4013286828994751,0.2478497326374054,0.13447272777557373,-0.00010078313789563254,-0.0007580597884953022,-0.00022257110686041415,0.00011508365423651412,9.740849054651335e-05,-7.749169162707403e-05,-0.000488568504806608,7.70507085690042e-06,0.00044619437539950013,0.0007175048813223839,-0.00011062127305194736,-3.265781924710609e-05,-165.19749450683594,92.27550506591797,-33.29108810424805,26.342479705810547,-17.927745819091797,-11.307332992553711,-20.844802856445312,-9.039546012878418,-5.574583530426025,-2.9428679943084717,-7.5088911056518555
Vanajaksha Ninne Nammiti.mp3_chunk11,Behāg,1982.89283538204,1951.5835504921113,0.2361963190184049,0.4276923076923077,0.2187909632921219,0.3503043055534363,0.4006139934062958,0.2848564088344574,0.340851753950119,0.28250837326049805,0.29608672857284546,0.2506149709224701,0.2556493282318115,0.40797674655914307,0.2386404275894165,0.1709575057029724,4.386684304336086e-05,0.00017977863899432123,-0.0003189944545738399,-0.000494041305501014,-0.00019238257664255798,3.5632518120110035e-05,0.0006085877539590001,6.586024937860202e-06,-4.230591912346426e-06,0.0008848036522977054,0.0003226594999432564,6.314789061434567e-05,-125.90242767333984,95.07320404052734,-41.909400939941406,18.650259017944336,-25.609758377075195,-14.81687068939209,-22.9860897064209,-10.544147491455078,-5.807149410247803,-6.143093109130859,-5.618378162384033
